Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_28 ,"Berolahraga , Kuliner , Curhat , Melakukan hal bermanfaat , Manjakan diri kamu setelah deadline , Ubah lingkungan sekitar , Istirahat saat mulai jenuh , Gabungkan tugas dengan sesuatu yang kamu sukai ",12.0,15.0,10.0,12.333333333333334
siswa_33 ,- Mandi sebelum brangkat kuliah atau kekantor - jangan berinteraksi dengan komputer secara terus menerus - regangkan otot-otot ketika sudah mulai lelah - minum air putih,19.0,25.0,25.0,23.0
siswa_34 ,-Makan permen -minum minuman yang segar -memijat kepala sejenak -melakukan olah raga ringan -tidur sebentar jika diperlukan -memejamkan Mata sejenak -mendengarkan musik kesukaan -keluar ruangan sejenak untuk menghirup udara segar,35.0,45.0,50.0,43.333333333333336
siswa_35 ,"Caranya yakni dengan melakukan istirahat sejenak dengan merilekskan badan, bisa sambil mendengarkan musik yang disuka, melakukan hal hal yang disuka, minum air putih lalu kembali fokus, jangan lupa dengan berdoa dan senyum semangat. ",20.0,35.0,25.0,26.666666666666668
siswa_36 ,"bermain game pada sela-sela waktu, tidur, makan dan minum, olahraga, membaca komik ",25.0,25.0,25.0,25.0
siswa_37 ,"tidur, bermain game, berwudhu, sholat, stretching, olahraga ringan, minum segelas aqua, makan makanan ringan, membaca alquran, melamun. ",40.0,34.0,50.0,41.333333333333336
siswa_38 ,"Tidur, Makan, Main Game, Melihat ke luar ruangan, Jalan Jalan, Izin ke kamar mandi, Melihat cewek cantik, Memandangi kekasih. ",25.0,15.0,25.0,21.666666666666668
siswa_39 ,"-istirahat, -tidur, -makan makanan bergizi, -mendengarkan musik, -berkumpul keluarga atau teman, -menonton SLANK #pisss -mandi di tepi lautan, -naik gunung. ",15.0,10.0,10.0,11.666666666666666
siswa_40 ,- mendengarkan musik - internet - membaca buku,9.0,15.0,10.0,11.333333333333334
siswa_41 ,- mendengarkan musik yang disukai. - Bermain game sejenak. - Jalan - Jalan disekitar tampat kerja. - Makan dikantin. - Mengopi. - tidur jika memungkinkan meski hanya sebentar. - Browsing. - Chatting.,12.0,15.0,10.0,12.333333333333334
siswa_42 ,- Tarik nafas dalam-dalam - Tenang - Fokus - Konsentrasi - minum air putih - membaca shalawat dalam hati - Datang tepat waktu - Santai,8.0,10.0,10.0,9.333333333333334
siswa_43 ,"bercanda, menonton film ",3.0,5.0,10.0,6.0
siswa_44 ,- Nyalakan lilin - Duduk di alam terbuka - Mendengarkan kata kata yang menginspirasi - Membaca - Menulis - setiap 15 menit sekali menatap ke luar - Mendrngarkan lagu - Mengobrol bersama teman ,16.0,10.0,10.0,12.0
siswa_45 ,"- mendengarkan musik yang menenangkan - tertawa karena Meningkatkan suasana hati (mood) dan rasa kesejahteraan - mengobrol atau berbicara dengan teman-teman mengenai suatu hal selain situasi yang dialami saat itu - mencium sesuatu yang menyenangkan seperti aroma terapi - tidur siang sejenak - melamun, untuk jangka waktu singkat - mengalihkan pandangan sejenak - Makan makanan ringan",60.0,55.0,50.0,55.0
siswa_46 ,-berdoa sebelum mengawali pekerjaan -Makan secara teratur -minum secara teratur -istirahatkan Badan jika terasa capek -istirahatkan Mata jika terasa pedih -jangan tidur terlalu malam -jadikan belajar Sebagai kegiatan yang menyenangkan -sering lihat pemandangan di luar ruangan,20.0,25.0,25.0,23.333333333333332
siswa_47 ,- internet - istirahat,5.0,5.0,10.0,6.666666666666667
siswa_48 ,"Berolahraga,Kuliner,Curhat,Melakukan hal bermanfaat,Manjakan diri kamu setelah deadline,Me time,Ubah lingkungan sekitar,Istirahat saat mulai jenuh,Gabungkan tugas dengan sesuatu yang kamu sukai ",3.0,15.0,10.0,9.333333333333334
siswa_49 ,- lakukan relaksasi - Gunakan terapi musik - Gunakan waktu Makan siang untuk penyegaran,16.0,15.0,10.0,13.666666666666666
siswa_50 ,- musik - Olahraga - tertawa - Bersosialisasi - tidur pendek - Hiruplah sesuatu yang berbau enak - Pijat - Mandi,20.0,15.0,10.0,15.0
siswa_51 ,-olah raga -berliburan -Jalan-Jalan -shoping - musik -tertawa -Bersosialisasi -tidur,16.0,10.0,10.0,12.0
siswa_52 ,"melihat keluar ruangan, shalat, meminum kopi, main game, mengobrol dengan teman, mendengarkan musik, jalan-jalan sekitar ruangan, keluar ruangan. ",22.0,20.0,25.0,22.333333333333332
siswa_53 ,"tidur, minum air putih, cuci muka, senam kecil, main game, ke toilet, jalan, keluar ruangan melihat pohon ",25.0,23.0,25.0,24.333333333333332
siswa_54 ,"Istirahat, pergi ke kantin, pergi ke lapangan, pergi ke kamar mandi, cuci muka, cuci rambut, mandi, makan, minum, mendengarkan musik. ",19.0,26.0,25.0,23.333333333333332
siswa_55 ,"mendengarkan musik, main game, membaca komik, membaca novel, makan dan minum, jalan-jalan kecil, menonton televisi online,menonton film, mengedit foto ",22.0,28.0,25.0,25.0
siswa_56 ,-berwudhu -breakfast -tidur -Makan / minum -berncanda tawa -nonton film -mendengarkan music -melakukan kegiatan yang anda sukai,12.0,20.0,25.0,19.0
siswa_57 ,- tidur malam hari jam 10 - bangun jam 5 - sarapan - minum kopi - mendengarkan dosen - duduk tidak bersandar - tidak kurang tidur ,7.0,10.0,10.0,9.0
siswa_58 ,"mendengarkan music , keluar ruangan mencari ruang terbuka , menonton film , bercanda dengan teman , berolahraga kecil , jalan - jalan ",12.0,15.0,10.0,12.333333333333334
siswa_59 ,melakukan pelemasan setelah duduk di depan komputer cukup lama. memanfaatkan waktu istirahat sebaik - baiknya. tidur siang selama 15 menit ,7.0,15.0,10.0,10.666666666666666
siswa_60 ,"main game, browsing, menonton film, curhat, ngobrol, main laptop, lihat foto, minum air, ke kamar mandi ",10.0,15.0,10.0,11.666666666666666
siswa_61 ,"1. Mendengarkan musik yang menenangkan sangat bermanfaat sebagai sumber daya mental. Cobalah untuk mengosongkan pikiran lalu dengarkan musik bisa dari komputer atau melalui handphone. 2. Melakukan latihan atau aktivitas fisik bisa merangsang tenaga dan menyegarkan pikiran disamping manfaat kesehatan lainnya. 3. Tertawa merupakan obat yang paling baik untuk melawan kebosanan, karena meningkatkan suasana hati (mood) dan rasa kesejahteraan. Jadi cobalah menonton sesuatu yang lucu di televisi atau membaca komik untuk mendapatkan humor. 4. Melakukan latihan mental seperti melakukan mainan puzzle atau teka teki silang, karena otak sangat menyukai permainan seperti itu, menyenangkan serta memeperkuat otak. 5. Melakukan sosialisasi, interaksi manusia bisa menjaga pikiran agar tetap segar, karenanya cobalah mengobrol atau berbicara dengan teman-teman mengenai suatu hal selain situasi yang dialami saat itu. 6. Tidur siang sejenak, hal ini tidak hanya menyegarkan pikiran tapi bisa menjadi fondasi yang kuat dalam hal produktivitas. Seseorang akan merasa jauh lebih baik dan lebih produktif setelah selesai tidur siang. 7. Mencium sesuatu yang menyenangkan, aroma seperti dari lilin aromaterapi atau bau secangkir kopi panas bisa memantu menyegarkan pikiran yang membuatnya dapat bekerja lebih baik. 8. Melakukan pemijatan, pijat adalah cara sempurna untuk meredakan ketegangan dan mengurangi stres, tak ada salahnya untuk mencoba berbagai jenis pemijatan pada hari yang berbeda. 9. Berendam di air hangat bisa membantu membuat otot dan pikiran jadi rileks, jika memungkinkan cobalah menambahkan garam mandi untuk membantu melembabkan kulit dan berbau harum. 10. Melamun, untuk jangka waktu singkat melamun bisa memberikan imajinasi dan menyegarkanpikiran, sehingga membuat seseorang bisa lebih fokus melakukan pekerjaan. ",82.0,90.0,90.0,87.33333333333333
siswa_62 ,istirahat di sela sela ksempatan. melihat pemandangan yang hijau. tarik napas perlahan yang teratur. ,7.0,5.0,10.0,7.333333333333333
siswa_63 ,1. mendengarkan musik 2. makan ke kantin 3. solat 4. mengobrol dengan teman 5. browsing 6. main game di saat istirahat 7. tidur di saat istirahat 8. minum kopi ,18.0,25.0,25.0,22.666666666666668
siswa_64 ,-refreshing -Santai -nyaman -jangan ngantuk -Makan -minum -berfikir positif -jangan berfikir negatif,15.0,20.0,25.0,20.0
siswa_65,1 Makan gula-gula 2 Makan coklat 3 Mendengarkan mp3 4 Menggambar 5 Main game 6 Memikirkan sesuatu yang indah 7 Bercanda dengan teman 8 Tidur,12.0,25.0,25.0,20.666666666666668
siswa_66,1. basuh bagian depan 2. dolan social media 3. mendengarkan musik 4. bermain game 5. makan 6. minum 7. strecthing ringan 8. menghirup udara segar,28.0,30.0,25.0,27.666666666666668
siswa_67,1. basuh bagian depan 2. bermain social media 3. mendengarkan musik 4. bermain game 5. makan 6. minum 7. strecthing ringan 8. menghirup udara segar,28.0,30.0,25.0,27.666666666666668
siswa_68,1. basuh muka 2. dolan social media 3. mendengarkan musik 4. bermain game 5. makan 6. minum 7. strecthing ringan 8. menghirup udara segar,28.0,30.0,25.0,27.666666666666668
siswa_69,1. basuh muka 2. bermain social media 3. mendengarkan musik 4. bermain game 5. makan 6. minum 7. strecthing ringan 8. menghirup udara segar,28.0,30.0,25.0,27.666666666666668
siswa_70,1. cuci bagian depan 2. dolan social media 3. mendengarkan musik 4. bermain game 5. makan 6. minum 7. strecthing ringan 8. menghirup udara segar,28.0,30.0,25.0,27.666666666666668
siswa_71,1. cuci bagian depan 2. bermain social media 3. mendengarkan musik 4. bermain game 5. makan 6. minum 7. strecthing ringan 8. menghirup udara segar,28.0,30.0,25.0,27.666666666666668
siswa_72,1. cuci muka 2. dolan social media 3. mendengarkan musik 4. bermain game 5. makan 6. minum 7. strecthing ringan 8. menghirup udara segar,28.0,30.0,25.0,27.666666666666668
siswa_73,1. bernala-nala bidang sebagai arif 2. olahraga jalan-jalan kecil 3. membawa obat stress 4. mengajak bicara teman 5. bercanda 6. ngemil 7. ke kamar mandi cuci muka 8. memejamkan mata,18.0,25.0,25.0,22.666666666666668
siswa_74,1. bernala-nala bidang sebagai bijaksana 2. olahraga jalan-jalan kecil 3. membawa obat stress 4. mengajak bicara teman 5. bercanda 6. ngemil 7. ke kamar mandi cuci muka 8. memejamkan mata,18.0,25.0,25.0,22.666666666666668
siswa_75,1. bernala-nala bidang secara arif 2. olahraga jalan-jalan kecil 3. membawa obat stress 4. mengajak bicara teman 5. bercanda 6. ngemil 7. ke kamar mandi cuci muka 8. memejamkan mata,18.0,25.0,25.0,22.666666666666668
siswa_76,1. bernala-nala bidang secara bijaksana 2. olahraga jalan-jalan kecil 3. membawa obat stress 4. mengajak bicara teman 5. bercanda 6. ngemil 7. ke kamar mandi cuci muka 8. memejamkan mata,18.0,25.0,25.0,22.666666666666668
siswa_77,1. bernala-nala pelajaran sebagai arif 2. olahraga jalan-jalan kecil 3. membawa obat stress 4. mengajak bicara teman 5. bercanda 6. ngemil 7. ke kamar mandi cuci muka 8. memejamkan mata,18.0,25.0,25.0,22.666666666666668
siswa_78,1. bernala-nala pelajaran sebagai bijaksana 2. olahraga jalan-jalan kecil 3. membawa obat stress 4. mengajak bicara teman 5. bercanda 6. ngemil 7. ke kamar mandi cuci muka 8. memejamkan mata,18.0,25.0,25.0,22.666666666666668
siswa_79,1. bernala-nala pelajaran secara arif 2. olahraga jalan-jalan kecil 3. membawa obat stress 4. mengajak bicara teman 5. bercanda 6. ngemil 7. ke kamar mandi cuci muka 8. memejamkan mata,18.0,25.0,25.0,22.666666666666668
siswa_80,1. bernala-nala pelajaran secara bijaksana 2. olahraga jalan-jalan kecil 3. membawa obat stress 4. mengajak bicara teman 5. bercanda 6. ngemil 7. ke kamar mandi cuci muka 8. memejamkan mata,18.0,25.0,25.0,22.666666666666668
siswa_81,1. memikirkan bidang sebagai arif 2. olahraga jalan-jalan kecil 3. membawa obat stress 4. mengajak bicara teman 5. bercanda 6. ngemil 7. ke kamar mandi cuci muka 8. memejamkan mata,18.0,25.0,25.0,22.666666666666668
siswa_82,1. memikirkan bidang sebagai bijaksana 2. olahraga jalan-jalan kecil 3. membawa obat stress 4. mengajak bicara teman 5. bercanda 6. ngemil 7. ke kamar mandi cuci muka 8. memejamkan mata,18.0,25.0,25.0,22.666666666666668
siswa_83,1. memikirkan bidang secara arif 2. olahraga jalan-jalan kecil 3. membawa obat stress 4. mengajak bicara teman 5. bercanda 6. ngemil 7. ke kamar mandi cuci muka 8. memejamkan mata,18.0,25.0,25.0,22.666666666666668
siswa_84,1. memikirkan bidang secara bijaksana 2. olahraga jalan-jalan kecil 3. membawa obat stress 4. mengajak bicara teman 5. bercanda 6. ngemil 7. ke kamar mandi cuci muka 8. memejamkan mata,18.0,25.0,25.0,22.666666666666668
siswa_85,1. memikirkan pelajaran sebagai arif 2. olahraga jalan-jalan kecil 3. membawa obat stress 4. mengajak bicara teman 5. bercanda 6. ngemil 7. ke kamar mandi cuci muka 8. memejamkan mata,18.0,25.0,25.0,22.666666666666668
siswa_86,1. memikirkan pelajaran sebagai bijaksana 2. olahraga jalan-jalan kecil 3. membawa obat stress 4. mengajak bicara teman 5. bercanda 6. ngemil 7. ke kamar mandi cuci muka 8. memejamkan mata,18.0,25.0,25.0,22.666666666666668
siswa_87,1. memikirkan pelajaran secara arif 2. olahraga jalan-jalan kecil 3. membawa obat stress 4. mengajak bicara teman 5. bercanda 6. ngemil 7. ke kamar mandi cuci muka 8. memejamkan mata,18.0,25.0,25.0,22.666666666666668
siswa_88,Makan incaran nan bergizi. Meminum banyak air putih. Istirahat yang cukup ketika waktu senggang. Bermain game online. Bermain gadget. Aktif di sosial media. Keluar gedung untuk menyegarkan otak. menonton televisi.,20.0,30.0,25.0,25.0
siswa_89,Makan incaran yang bergizi. Meminum banyak air putih. Istirahat yang cukup ketika waktu senggang. Bermain game online. Bermain gadget. Aktif di sosial media. Keluar gedung untuk menyegarkan otak. menonton televisi.,20.0,30.0,25.0,25.0
siswa_90,Makan makanan nan bergizi. Meminum banyak air putih. Istirahat yang cukup ketika waktu senggang. Bermain game online. Bermain gadget. Aktif di sosial media. Keluar gedung untuk menyegarkan otak. menonton televisi.,20.0,30.0,25.0,25.0
siswa_91,"refreshing sejenak,minum cairan bersih biar segar,lakukan olahraga kecil-kecilan agar badan tidak cepat lelah,isi nutrisi dengan makan yang ringan,minum kopi,sholat agar dapat pencerahan,lakukan strechcing dikelas,main game",16.0,26.0,25.0,22.333333333333332
siswa_92,"refreshing sejenak,minum cairan bersih agar segar,lakukan olahraga kecil-kecilan agar badan tidak cepat lelah,isi nutrisi dengan makan yang ringan,minum kopi,sholat agar dapat pencerahan,lakukan strechcing dikelas,main game",16.0,26.0,25.0,22.333333333333332
siswa_93,"refreshing sejenak,minum cairan putih biar segar,lakukan olahraga kecil-kecilan agar badan tidak cepat lelah,isi nutrisi dengan makan yang ringan,minum kopi,sholat agar dapat pencerahan,lakukan strechcing dikelas,main game",16.0,26.0,25.0,22.333333333333332
siswa_94,"refreshing sejenak,minum cairan putih agar segar,lakukan olahraga kecil-kecilan agar badan tidak cepat lelah,isi nutrisi dengan makan yang ringan,minum kopi,sholat agar dapat pencerahan,lakukan strechcing dikelas,main game",16.0,26.0,25.0,22.333333333333332
siswa_95,"refreshing sejenak,minum air bersih biar segar,lakukan olahraga kecil-kecilan agar badan tidak cepat lelah,isi nutrisi dengan makan yang ringan,minum kopi,sholat agar dapat pencerahan,lakukan strechcing dikelas,main game",16.0,26.0,25.0,22.333333333333332
siswa_96,"refreshing sejenak,minum air bersih agar segar,lakukan olahraga kecil-kecilan agar badan tidak cepat lelah,isi nutrisi dengan makan yang ringan,minum kopi,sholat agar dapat pencerahan,lakukan strechcing dikelas,main game",16.0,26.0,25.0,22.333333333333332
siswa_97,"refreshing sejenak,minum air putih biar segar,lakukan olahraga kecil-kecilan agar badan tidak cepat lelah,isi nutrisi dengan makan yang ringan,minum kopi,sholat agar dapat pencerahan,lakukan strechcing dikelas,main game",16.0,26.0,25.0,22.333333333333332
siswa_98,"refreshing sejenak,minum cairan bersih biar segar,lakukan olahraga kecil-kecilan agar badan tidak cepat lelah,isi nutrisi dengan makan yang ringan,minum kopi,sholat agar dapat pencerahan,lakukan strechcing dikelas,main game",16.0,26.0,25.0,22.333333333333332
siswa_99,"refreshing sejenak,minum cairan bersih agar segar,lakukan olahraga kecil-kecilan agar badan tidak cepat lelah,isi nutrisi dengan makan yang ringan,minum kopi,sholat agar dapat pencerahan,lakukan strechcing dikelas,main game",16.0,26.0,25.0,22.333333333333332
siswa_100,"refreshing sejenak,minum cairan putih biar segar,lakukan olahraga kecil-kecilan agar badan tidak cepat lelah,isi nutrisi dengan makan yang ringan,minum kopi,sholat agar dapat pencerahan,lakukan strechcing dikelas,main game",16.0,26.0,25.0,22.333333333333332
siswa_101,"refreshing sejenak,minum cairan putih agar segar,lakukan olahraga kecil-kecilan agar badan tidak cepat lelah,isi nutrisi dengan makan yang ringan,minum kopi,sholat agar dapat pencerahan,lakukan strechcing dikelas,main game",16.0,26.0,25.0,22.333333333333332
siswa_102,"refreshing sejenak,minum air bersih biar segar,lakukan olahraga kecil-kecilan agar badan tidak cepat lelah,isi nutrisi dengan makan yang ringan,minum kopi,sholat agar dapat pencerahan,lakukan strechcing dikelas,main game",16.0,26.0,25.0,22.333333333333332
siswa_103,"refreshing sejenak,minum air bersih agar segar,lakukan olahraga kecil-kecilan agar badan tidak cepat lelah,isi nutrisi dengan makan yang ringan,minum kopi,sholat agar dapat pencerahan,lakukan strechcing dikelas,main game",16.0,26.0,25.0,22.333333333333332
siswa_104,"refreshing sejenak,minum air putih biar segar,lakukan olahraga kecil-kecilan agar badan tidak cepat lelah,isi nutrisi dengan makan yang ringan,minum kopi,sholat agar dapat pencerahan,lakukan strechcing dikelas,main game",16.0,26.0,25.0,22.333333333333332
siswa_105,"memetik antara akan istirahat, bukan memaksakan tenaga dan pikiran, selalu berfikir positif, mengerjakan tanpa mengeluh, sedikit olah raga ringan, membuat tempat kerja nyaman dan tidak berantakan, aliran udara baik di lingkungan tempat kerja, memberi tanaman kecil di meja kerja",19.0,35.0,25.0,26.333333333333332
siswa_106,"memetik antara akan istirahat, tidak memaksakan tenaga dan pikiran, selalu berfikir positif, mengerjakan tanpa mengeluh, sedikit olah raga ringan, membuat tempat kerja nyaman dan tidak berantakan, aliran udara baik di lingkungan tempat kerja, memberi tanaman kecil di meja kerja",19.0,35.0,25.0,26.333333333333332
siswa_107,"memetik antara untuk istirahat, bukan memaksakan tenaga dan pikiran, selalu berfikir positif, mengerjakan tanpa mengeluh, sedikit olah raga ringan, membuat tempat kerja nyaman dan tidak berantakan, aliran udara baik di lingkungan tempat kerja, memberi tanaman kecil di meja kerja",19.0,35.0,25.0,26.333333333333332
siswa_108,"memetik antara untuk istirahat, tidak memaksakan tenaga dan pikiran, selalu berfikir positif, mengerjakan tanpa mengeluh, sedikit olah raga ringan, membuat tempat kerja nyaman dan tidak berantakan, aliran udara baik di lingkungan tempat kerja, memberi tanaman kecil di meja kerja",19.0,35.0,25.0,26.333333333333332
siswa_109,"memetik jeda akan istirahat, bukan memaksakan tenaga dan pikiran, selalu berfikir positif, mengerjakan tanpa mengeluh, sedikit olah raga ringan, membuat tempat kerja nyaman dan tidak berantakan, aliran udara baik di lingkungan tempat kerja, memberi tanaman kecil di meja kerja",19.0,35.0,25.0,26.333333333333332
siswa_110,"memetik jeda akan istirahat, tidak memaksakan tenaga dan pikiran, selalu berfikir positif, mengerjakan tanpa mengeluh, sedikit olah raga ringan, membuat tempat kerja nyaman dan tidak berantakan, aliran udara baik di lingkungan tempat kerja, memberi tanaman kecil di meja kerja",19.0,35.0,25.0,26.333333333333332
siswa_111,"memetik jeda untuk istirahat, bukan memaksakan tenaga dan pikiran, selalu berfikir positif, mengerjakan tanpa mengeluh, sedikit olah raga ringan, membuat tempat kerja nyaman dan tidak berantakan, aliran udara baik di lingkungan tempat kerja, memberi tanaman kecil di meja kerja",19.0,35.0,25.0,26.333333333333332
siswa_112,"memetik jeda untuk istirahat, tidak memaksakan tenaga dan pikiran, selalu berfikir positif, mengerjakan tanpa mengeluh, sedikit olah raga ringan, membuat tempat kerja nyaman dan tidak berantakan, aliran udara baik di lingkungan tempat kerja, memberi tanaman kecil di meja kerja",19.0,35.0,25.0,26.333333333333332
siswa_113,"mengambil antara akan istirahat, bukan memaksakan tenaga dan pikiran, selalu berfikir positif, mengerjakan tanpa mengeluh, sedikit olah raga ringan, membuat tempat kerja nyaman dan tidak berantakan, aliran udara baik di lingkungan tempat kerja, memberi tanaman kecil di meja kerja",19.0,35.0,25.0,26.333333333333332
siswa_114,"mengambil antara akan istirahat, tidak memaksakan tenaga dan pikiran, selalu berfikir positif, mengerjakan tanpa mengeluh, sedikit olah raga ringan, membuat tempat kerja nyaman dan tidak berantakan, aliran udara baik di lingkungan tempat kerja, memberi tanaman kecil di meja kerja",19.0,35.0,25.0,26.333333333333332
siswa_115,"mengambil antara untuk istirahat, bukan memaksakan tenaga dan pikiran, selalu berfikir positif, mengerjakan tanpa mengeluh, sedikit olah raga ringan, membuat tempat kerja nyaman dan tidak berantakan, aliran udara baik di lingkungan tempat kerja, memberi tanaman kecil di meja kerja",19.0,35.0,25.0,26.333333333333332
siswa_116,"mengambil antara untuk istirahat, tidak memaksakan tenaga dan pikiran, selalu berfikir positif, mengerjakan tanpa mengeluh, sedikit olah raga ringan, membuat tempat kerja nyaman dan tidak berantakan, aliran udara baik di lingkungan tempat kerja, memberi tanaman kecil di meja kerja",19.0,35.0,25.0,26.333333333333332
siswa_117,"mengambil jeda akan istirahat, bukan memaksakan tenaga dan pikiran, selalu berfikir positif, mengerjakan tanpa mengeluh, sedikit olah raga ringan, membuat tempat kerja nyaman dan tidak berantakan, aliran udara baik di lingkungan tempat kerja, memberi tanaman kecil di meja kerja",19.0,35.0,25.0,26.333333333333332
siswa_118,"mengambil jeda akan istirahat, tidak memaksakan tenaga dan pikiran, selalu berfikir positif, mengerjakan tanpa mengeluh, sedikit olah raga ringan, membuat tempat kerja nyaman dan tidak berantakan, aliran udara baik di lingkungan tempat kerja, memberi tanaman kecil di meja kerja",19.0,35.0,25.0,26.333333333333332
siswa_119,"mengambil jeda untuk istirahat, bukan memaksakan tenaga dan pikiran, selalu berfikir positif, mengerjakan tanpa mengeluh, sedikit olah raga ringan, membuat tempat kerja nyaman dan tidak berantakan, aliran udara baik di lingkungan tempat kerja, memberi tanaman kecil di meja kerja",19.0,35.0,25.0,26.333333333333332
siswa_120,"makan, beradu (hor) sejenak, berjalan game, minum hot chocolate, berjalan keliling kampus, cowok ganteng, nonton film, instagram.",12.0,15.0,10.0,12.333333333333334
siswa_121,"makan, beradu (hor) sejenak, main game, minum hot chocolate, berjalan keliling kampus, cowok ganteng, nonton film, instagram.",12.0,15.0,10.0,12.333333333333334
siswa_122,"makan, tidur sejenak, berjalan game, minum hot chocolate, berjalan keliling kampus, cowok ganteng, nonton film, instagram.",12.0,15.0,10.0,12.333333333333334
siswa_123,nonton berjalan hp riwayat cak atas teman,5.0,5.0,10.0,6.666666666666667
siswa_124,nonton berjalan hp riwayat dengan teman,5.0,5.0,10.0,6.666666666666667
siswa_125,nonton berjalan hp cerita cak atas teman,5.0,5.0,10.0,6.666666666666667
siswa_126,nonton berjalan hp cerita dengan teman,5.0,5.0,10.0,6.666666666666667
siswa_127,nonton main hp riwayat cak atas teman,5.0,5.0,10.0,6.666666666666667
siswa_128,nonton main hp riwayat dengan teman,5.0,5.0,10.0,6.666666666666667
siswa_129,nonton main hp cerita cak atas teman,5.0,5.0,10.0,6.666666666666667
siswa_130,"tidur, makan, dahar lagi, minum, istirahat, shalat, cuci muka, bermain game",15.0,15.0,10.0,13.333333333333334
